co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
32996	BHAGERIA INDUSTRIES LTD.	20090803	0.6803	NA	-5.5158
33015	BHAGIRADHA CHEMICALS & INDS. LTD.	20090803	0.552	NA	17.6702
33084	VYAPAR INDUSTRIES LTD.	20090803	0.4111	NA	15.0161
33130	BHAGWATI AUTOCAST LTD.	20090803	0.5747	NA	5.2418
33133	T G B BANQUETS & HOTELS LTD.	20090803	0.7891	0.7879	3.3565
33251	FARMAX INDIA LTD.	20090803	7.6794	NA	1.5091
33264	BHAGYANAGAR INDIA LTD.	20090803	0.7126	0.7143	1.2416
33282	BHAGYASHREE LEASING & FINANCE LTD.	20090803	10.176	NA	-0.4857
33477	BHANDARI HOSIERY EXPORTS LTD.	20090803	0.6157	NA	1.1803
33537	BHANSALI ENGINEERING POLYMERS LTD.	20090803	2.8066	2.8044	-0.5334
33667	BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LTD.	20090803	0.5703	NA	0.9171
33671	BHARAT BIJLEE LTD.	20090803	2.2052	2.1947	76.4568
33723	B E M L LTD.	20090803	2.3572	2.3559	56.4492
33727	BHARAT ELECTRONICS LTD.	20090803	3.0226	3.0334	103.8538
33750	BHARAT FORGE LTD.	20090803	3.7336	3.7216	3.187
33759	BHARAT GEARS LTD.	20090803	0.78	0.775	1.5477
33769	BHARAT HEAVY ELECTRICALS LTD.	20090803	8.5522	8.5666	48.1012
33780	BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPN. LTD.	20090803	3.1985	NA	-0.8407
33873	BHARAT PETROLEUM CORPN. LTD.	20090803	1.3188	1.3181	66.6733
33901	BHARAT RASAYAN LTD.	20090803	0.2183	0.2102	45.2599
33922	BHARAT SEATS LTD.	20090803	1.5606	NA	1.0414
34035	BHARATI DEFENCE & INFRASTRUCTURE LTD.	20090803	0.6252	0.6242	48.7136
34162	BHARTI AIRTEL LTD.	20090803	5.146	5.1378	21.9413
34213	BHARTIYA INTERNATIONAL LTD.	20090803	0.2797	0.2835	3.8149
34390	B C L INDUSTRIES & INFRASTRUCTURES LTD.	20090803	0.4239	NA	14.1463
34799	BHILWARA SPINNERS LTD.	20090803	7.9976	NA	-14.3911
35041	BHORUKA ALUMINIUM LTD.	20090803	1.6171	NA	-11.0011
